id,text,label
4696296625015873,#今日份的随笔集#真·人工智能核桃皮分离仪～去年的vs今年的，核桃就要这样吃才得劲儿～今年的加了点椒盐稍微炒了一下，因为说真的，这种湿答答的天气我着实不确定剥开之后能放多久，炒一下还是保险点,人工智能
4696133193958848,漠宏庵情感我们每个人就像大海航行的小船，现在的海面就是波涛汹涌，浪头不担来袭，选择安逸的人，一定会被巨浪推翻。看一下这社会吧，没有一种商业模式是长存的，没有一种竞争力是永恒的，没有一种资产是稳定的。无论你是多么牛的人，总有一种革新针对你。比如机器人要取代蓝领，人工智能要...全文,人工智能
4696295073386874,#人工智能#人类首次，非专业航天员，4位普通人进入真正的太空，恭喜spacex灵感4任务Inspiration4发射成功，有啥不一样呢？直接对比爱玩手游的大佬的微博视频,人工智能
4696293131945158,未来人工智能仿生物机器人和装甲坦克大战，完胜，太帅了这个#头号博主说##电视剧大赏##电影种草官#渊博的大电影的微博视频,人工智能
4695467118822737,未来十年继续坚持之投资方向：百年未有之大变局：新能源（比亚迪）、人工智能（科大讯飞）、万物互联（华为、小米）。百年国潮之品牌中药：片仔癀、云南白药、同仁堂、东阿阿胶、白云山、广誉远。,人工智能
4696290208515593,人工智能小组带来的优势就是以前每次跑10+case都要手动操作几个小时的configuration，现在只需要最多半小时就能全部自动化，多出来的时间可以写代码画图，还可以打游戏刷抖音，多快乐！！！！,人工智能
4696289865105523,我以为我弟研究生读的是物理与人工智能，结果学校打着物理的名义招人进去后是材料？搞笑呢？,人工智能
4696287825365084,#严浩翔的昨日重现#yhx#严浩翔舞台风暴#191025《BOOM！TV》第二期更新还记得辣个会移动遮挡会za小揪揪卖萌怼人但玩游戏超厉害、售价不到四位数人工智能隔音屏吗@时代少年团-严浩翔狮院公共休息室的微博视频,人工智能
4696285082552982,人工智能：我有点懵#视频制作人出道计划##吸睛制作人计划#心的小卖店的微博视频,人工智能
4696278019082760,科里称自己的往期信息特别是关于人工智能生命体的信息受到了严格shencha，在某些平台上遭到了shan除。我再次将科里解释人工智能的三集视频收录在这里供大家仔细了解，提高洞察力。科里·古德——《人工智能》三部曲科里近期信息透露，新守护者与周围恒星系统组成的行星联盟明确指出，目前我们的太阳系和🌏最...全文,人工智能
4696277956952965,去澳洲读研是去#新南威尔士大学#还是#莫纳什大学#?专业的话新南是it里的数据科学工程莫纳什是人工智能新南的IT下面的方向也有人工智能，所以如果想学人工智能专业，建议可以选择排名更好的新南，如果想学数据科学工程，那当然还是新南的IT。其实对于中国学生来说，能申到新南的，当然去新南了，毕...全文,人工智能
4696277869400690,老龄化其实也有巨大的机会，比如人工智能。现在劳动力越来越短缺，对于劳动力密集的行业，未来压力越来越大，招工难，招熟练工更是难上加难。而，能用人工智能替代的行业，以及人工成本能转嫁下游的行业，比如医疗行业，未来机会非常大。买股票时候，一定要思考一下本行业，在未来老龄化的大趋势下，是...全文,人工智能
4696275339710098,因为距离近经历过一些机场打车的不愉快后，现在机场回家都选择快车。但这次快车师傅似乎有点不同，首先打电话是人工智能回答，见面也不打个招呼确认下乘客。看到这个我才恍然大悟，无法想象干下来有多不容易，Respect！但不得不说有些事也不可能是个人克服困难能解决的，滴滴这块做的也值得称赞！...全文,人工智能
4696275130516759,人工智能办案，坏人无处可逃#必追电视剧#网云治愈系笔录的微博视频,人工智能
4696274793664001,相信量变达成质变，能够做满50个PPT，我的速度肯定唰唰唰的，再也不用熬夜。希望人工智能能帮我把脑子里的东西做出来，还带美化,人工智能
4696237419004181,美国家反谍报与安全中心要去，以下五大技术领域严禁与中国合作：1.人工智能、2.量子计算、3.生物技术、4.半导体、5。自主系统。之前NASA也有过类似的狠话，现在也许正在跺着脚偷偷学中文呢。,人工智能
4696272453240302,认真记账8元好贵哦🙃人工智能还你一个男朋友哈哈哈哈哈哈哈,人工智能
4696260635003137,#左脸会比右脸更好看的医学解释#笑死，蹭了个高位热搜为什么词条图片是我们罗一舟大帅哥呀哈哈哈人工智能？@IXFORM-罗一舟,人工智能
4696270700807973,最新！常德发布58个重点招商项目，有你关心的吗？日前，常德市招商促进事务中心对外发布第二期重点招商项目58个，其中工程机械项目5个，生物医药项目9个，文旅康养项目15个，新材料项目5个，新能源项目1个，电子信息与人工智能项目4个，加工项目1个，建材化工项目1个，现代农业项目5个，商贸物流项目5...全文,人工智能
4696270558463276,人工智能的未来是什么#奇趣视频##今日最佳#搞笑排名榜的微博视频,人工智能
4696270298416587,#伯远粉丝喜欢的就是伯远#🧸#伯远时尚感#伯远可爱新圈子给我整不会了果然不能总是依靠一些人工智能自己都不动脑子了想半天都不确定该怎么打tag@INTO1-伯远,人工智能
4696188832714393,彭博社：中国正全力以赴与美国争夺人工智能霸权,人工智能
4696268553063225,咱们人类可真是一种奇怪的生物，一边投入精力研究怎么把假人（指人工智能）变成真人，一边费尽心思把真人塑造成假人（指爱豆）,人工智能
4696268126030647,人生下来就受到基因的驱使，然后在成长中一直接受着社会观念与规则的塑造，很多人自以为可以拥有主体性，拼命追求自我与自由，孰不知这同样也是来自基因与社会观念的推动与塑造，今天的人害怕未来会受到机器人、人工智能、外星人的控制，但我们原本难道不在某种控制之中吗……,人工智能
4696267622187013,大数据、移动互联网、物联网、人工智能等新一代数字技术迅猛发展，成为推进现代化建设的强大动力。新科技革命成果不断融入生产生活，改变传统的生产生活方式，改变人们的行为方式、社会交往方式、社会组织方式和社会运行方式，深刻影响人们的思想观念和思维方式，不断创造新的产业形态、商...全文,人工智能
4696267416408481,"人工智能翻译：社会上的事你少打听,别逼我扇你。by老Q🕶️.",人工智能
4696267201973834,救命🆘我难道真的战胜不了人工智能么,人工智能
4696267201973834,救命🆘我难道真的战胜不了人工智能么,人工智能
4696266795126134,LuminopiaOne在美国获批上市了，治疗儿童弱视，这应该是第一款正式投入市场的医用虚拟现实产品，未来人工智能+虚拟现实在神经系统相关疾病上的用途可能很广阔。,人工智能
4696266195342152,任何一个语言，其实核心就那400-500个词汇，两个人只要掌握了一些词汇，就可以用这个语言进行交流。而语言又对应了我们的生活。那是不是说只要把这四五百个词汇数字化了，我们就可以全面的数字化生活，也就是让人工智能去理解。,人工智能
4696265658471896,#央视再度对话，合肥要起飞#【人工智能给普通老百姓带来什么？】#打卡合肥1024开发者节#10月25日，2021科大讯飞开发者全球开发者大会采用线上直播的形式来跟大家见面，在1024开发者节现场，总台主播陈伟鸿和科大讯飞高级副总裁杜兰带大家一起来科博展探馆，馆内一批与声音相关的AI“黑科技”产品惊艳...全文,人工智能
4696264622998645,#人工智能#机器人被欺负后，它居然学会了套路人类爱玩手游的大佬的微博视频,人工智能
4696091214481619,光与夜之恋[开学季]#和查理苏一起绿色出行#百度地图语音包彩蛋目前随机到四条[赢牛奶]这位可爱的未婚妻你丢的是人工智能查理苏还是光彩照人的未婚夫还是妙手回春的查医生？MobKh7的微博视频,人工智能
4696262115593156,对滴滴的吐槽可以写本书。滴滴客服是所有平台最机械的没有之一，人工客服堪比人工智能小助手，万用句“一个工作日内解决”，平均一个问题要来回n个工作日。由于对话过于AI，忍不住打了“客服评价”几个字想索要一个自动评价链接，发现对方是活人，尴尬。（删了个人滴滴却躲不了企业滴滴）#滴滴出行#...全文,人工智能
4696262098552719,都怪我忘了自己是人工智能,人工智能
4696260931485852,人工智能寸步难行😅取快递体验感极差，抠搜的后勤集团,人工智能
4696259866136391,#新闻看点#科技助力创新，节奏嘟嘟AI智能课赋能音乐教育随着5G、人工智能、大数据等核心技术领域的快速发展，各种技术革新让各大传统行业都与“智能技术”发生着千丝万缕的联系，教育行业也在智能技术的推动下不断...科技助力创新，节奏嘟嘟AI智能课赋能音乐教育,人工智能
4695924670726183,"【#人工智能完成贝多芬未完成交响曲#】贝多芬从未有机会完成他的第十部交响曲,但现在，在这位世界最著名的音乐家去世近两个世纪后，人工智能（AI）做到了这一点。位于奥地利萨尔茨堡的卡拉扬研究所的一个音乐学家团队将贝多芬未完成的乐谱的潦草笔记输入计算机。然后AI学习了贝多芬的创作方式，并对...全文",人工智能
4696224660197108,L句号本来睡醒想码字结果被工作轰炸的我决定删了只把图发给瓜哥如她反应@JHH是阿瓜的宝瓜哥一个只有💰记录的人是我的人工智能🏧是我无限期寄存柜竟然也认识了一千多天了是怎么忍受她yygq的也只能是因为对句号老师的爱了吧如果要用什么来形容瓜哥可能就是坐船头的舵手吧...全文,人工智能
4696257475641474,现在人工智能越来越高级了，如果真的能够帮助盲人那挺棒的评论配图,人工智能
4696221409874387,“这种经济实力的对比发生了很大的变化。不光是GDP，包括5G、数字经济、人工智能这些关系经济、社会、外交等各个方面的领域，拥有几千年历史和14亿人口的中国的存在都变得越来越重要。”杉山晋辅指出，这可能是人类历史上第一次出现的一个现象。,人工智能
4696257132760270,#2021人工智能人才报告#近日，拉勾招聘数据研究院发布的《2021人工智能人才报告》显示，2021年人工智能行业人才需求指数较去年增长103%，算法人才缺口达170万。其中，算法工程师校招的平均薪酬高达21700元，是该职位社招平均薪酬的80%，较去年校招增长7700元，增幅高达56%。总体来看，202...全文,人工智能
4696255512709671,#滨州身边事##滨州教育#【山东省北镇中学获评“全国青少年人工智能活动特色单位”】经滨州市科协择优推荐、中国科协青少年科技中心进行评估、审核，近日，山东省北镇中学获评“全国青少年人工智能活动特色单位”。山东省北镇中学一直高度重视科技创新教育的发展，建设成立了北中创客社团、机器人社团...全文,人工智能
4696254846339297,#凤凰新闻#【美媒盘点中国能否超越美国的五个关键因素：人工智能、量子技术、生物技术、半导体、自主系统】美国Axios新闻网10月22日文章，原题：情报官员警告说有五个关键的科技领域将决定中国是否超越美国成为超级大国美国国家反间谍与安全中心（NCSC）负责保护先进...美媒盘点中国能否超越美国的五个关键因素：人工智能、量子技术、生物技术、半导体、自主系统来自...全文,人工智能
4696254586292110,10月25日，在第五届科大讯飞全球1024开发者节上，科大讯飞对外宣布了分享了一年多以来取得的技术进展，一共可分为四大方案：端到端建模、无监督训练、多模态融合、知识与算法的融合。科大讯飞坚守“用人工智能建设美好世界”理念，坚持源头技术创新，保持引领，开放A.I.科技成果，共建生态。,人工智能
4696254275916156,好家伙人工智能带你飙车是什么体验。一路火花带闪电顺便再玩一下巨型娃娃机！电影鹰眼#视频制作人出道计划##第一视角制作人计划##影视剪辑#女帝电影的微博视频,人工智能
4696253160753975,10月23日开始，在安徽最大的体育场馆——合肥奥林匹克体育中心，上演了一场为期4天、名为“1024开发者节”的科技“盛宴”。原本，这是知名人工智能企业科大讯飞于2017年自创的一大节日。如今，早已“破格出圈”，每次举办，总会成为整个安徽的焦点，乃至全球开发者的“狂欢派对”。...全文,人工智能
4696252963357974,发布了头条文章：《当财务管理进入人工智能时代，财务人应该如何应对？》当财务管理进入人工智能时代，财务人应该如何应对？,人工智能
4696206829685241,从公元10191年的时间线，便知晓：维伦纽瓦拍摄《沙丘》最想表达的终极主题是：如果以1万年的时间尺度，去看人类发展。我们究竟要放弃什么，坚守什么？遗忘什么，保留什么？从《沙丘》来看，1万年以后，我们抛弃了人工智能，遗忘了国家，甚至离开了地球。但我们依旧沉迷于：权力的游戏、欲...全文,人工智能
4696250236014816,发布了头条文章：《直播预告|人工智能前沿在线研讨会》直播预告|人工智能前沿在线研讨会,人工智能
4696250111496427,"#电信文史#中国电信10000新功能。1.2018年,中国电信10000号全面上线智能语音导航,只需对着电话说出诉求,人工智能即可轻松识别。随着语音识别技术的不断升级,语音识别精确度如今可达98%。2.2020年12月,北京电信10000号开通“尊长专席”,利用实名制与大数据识别技术匹配最佳客服代表,为65岁以上老年用...全文",人工智能
4696248969332876,2022考研英语斩难句day11老师，第16句的第一个that为什么不能是指代“设计或部署人工智能”这一整件事呢？意思就是完全不设计部署人工智能，以防止全面伤害，而不是只不设计部署那些会导致全面伤害的人工智能，而可以设计部署其他人工智能@考研英语张笑,人工智能
4696248914808409,💻从2014年起，中国互联网圈就把10月24日定为了#程序员节#。今天，就让主页君来为大家介绍一下#埃塞克斯大学#的人工智能研究生课程（MScArtificialIntelligence），带你探索未来的天才程序员们是如何养成的！埃塞克斯大学人工智能硕士，“盛产”最棒的程序员们！,人工智能
4696248660001409,#这就是山东·滨州##滨州身边事#【山东省北镇中学获评“全国青少年人工智能活动特色单位”】经滨州市科协择优推荐、中国科协青少年科技中心进行评估、审核，近日，山东省北镇中学获评“全国青少年人工智能活动特色单位”。网页链接,人工智能
4696248914808409,💻从2014年起，中国互联网圈就把10月24日定为了#程序员节#。今天，就让主页君来为大家介绍一下#埃塞克斯大学#的人工智能研究生课程（MScArtificialIntelligence），带你探索未来的天才程序员们是如何养成的！埃塞克斯大学人工智能硕士，“盛产”最棒的程序员们！,人工智能
4696248660001409,#这就是山东·滨州##滨州身边事#【山东省北镇中学获评“全国青少年人工智能活动特色单位”】经滨州市科协择优推荐、中国科协青少年科技中心进行评估、审核，近日，山东省北镇中学获评“全国青少年人工智能活动特色单位”。网页链接,人工智能
4696248576380281,别人经历第二三次技术革命时，中国还处于战乱战火中，那时大众连活命都是莫大幸运，影响发展…直到1949年新中国成立从零起步从零开始一点点发展到今天，人工智能等领域掌握主动权，我们正参与引领第四次技术革命！,人工智能
4696125762176482,人工智能助力双减，人工智能助力疫情防控，从医疗到生活，人工智能已经不知不觉走进了生活,人工智能
4696227469596020,【工业软件赛道，这家经济适用型AI是如何突围的？】1）一方面，制造业企业急需一套可以结合产品需求、原料供给和产能配置，科学敏捷地调整生产计划，提高产能利用率的管理调度方案。但另一方面，实施产线的数字化转型也需要算一笔经济账。人工智能技术似乎是一个“破局”的关键。2）人工智能技术在工业...全文,人工智能
4696247028681229,一分钟看懂机器人教练6.0十八般武艺之“川剧变脸”#机器人教练##人工智能#机器人教练-马宏的微博视频,人工智能
4696246083652110,10月23日上午，#2021世界物联网博览会#在无锡太湖国际博览中心召开。会上，深海技术科学太湖实验室与华为技术有限公司签订合作协议。此前双方已在海浪人工智能预报、无人艇目标识别、船舶行业数据应用等方面开展了深入对接交流。本次合作协议的签订，将进一步推动太湖实验室建设进程，双方将在深海技...全文,人工智能
4696243802473703,#苏州新闻#【数智赋能协同创新苏州市人工智能大会召开】为加快推进人工智能科技进步和制造产业发展，近日，2021年苏州市人工智能大会召开。大会邀请了人工智能产学研代表等，开展主题交流。（苏州广电总台）苏州新闻的微博视频,人工智能
4696243718587242,特斯拉护城河1.人工智能芯片，2.最先进的电池技术，未来成本持续领先，持续降低3.自动驾驶技术持续保持领先，拥有最多的道路数据供自动驾驶ai分析，地表最强超级计算机dojo4.高度整合的产业链，并且精简了设计易于生产，即使有其他车企有好的车，产能也无法和特斯拉比拟5，超级工厂优势6，...全文,人工智能
4696242552571437,#科大讯飞全球1024开发者节#刘庆峰在科大讯飞全球1024开发者节上的演讲金句：1、人工智能应用不再只会解决单一问题，而是要解决系统性问题，这就必须要有龙头企业牵头进行系统性创新，切实解决社会的面临的一个又一个的重大历史问题。2、我们要从人口红利要进入到人才红利。在人口出生率不断下降的...全文,人工智能
4696241718166105,【世界声博会：这些AI黑科技颠覆你想象】第四届世界声博会暨2021#科大讯飞全球1024开发者节#于10月23日至10月26日在安徽合肥举行。智能仿生机器人、声音鉴定、会检测健康的“魔镜”……一批与声音相关的AI“黑科技”产品惊艳亮相，吸引了众多市民走进人工智能世界，感受科技魅力。新华财经官方微博的微博视频,人工智能
4696241600727775,这个荣誉归属团队和众多优秀的工场系企业，谢谢清科的肯定。,人工智能
4696240329327379,每年，在酒店餐饮行业就有价值近1000亿美元的食物会被浪费掉。英国的Winnow公司推出了一款可以减少餐厅食物浪费的人工智能产品。该系统由数字秤、厨房垃圾桶、摄像头和计算系统组成，自动检测和识别食物后将收集到的数据发送到云端处理，并且定期报告丢弃食物的数量和种类，给出一些关于厨房如何减少浪...全文,人工智能
4696240312291646,【布雷博全新智能制动系统SENTIFY重磅发布】2021年10月25日，布雷博重磅推出SENSIFY制动系统，这款布雷博首创的全新智能制动系统集合了先进的人工智能软件与布雷博享誉全球的制动部件。SENSIFY制动系统包含卡钳、制动盘和摩擦材料等目前布雷博的产品组合，并搭载数字技术和人工智能，构建了一个灵活...全文,人工智能
4696239885517140,#河南晒出彩宝贝向省党代会献礼#【#鹤壁宝贝5G引领#】鹤壁捧出的宝贝是：鹤壁5G产业园、世界最长管带输送机。作为全省首个5G产业园，鹤壁5G产业园以数字经济核心产业、人工智能产业、现代新兴服务业为发展方向，目前签约入驻京东、阿里、华为等17家龙头企业，数字经济交易额突破30亿元；在鹤山区河南...全文,人工智能
4696239495185367,13513现在有很多人工智能音乐相关的研究，Eason说，也许人工智能能做出wangfeng的音乐的，但绝不可能做出lienong的音乐。,人工智能
4696239175633880,【湖北组建首批7家综合性技术创新平台，3家位于东湖科学城，聚集全球顶尖创新资源】10月22日，湖北省新型研发机构高质量发展大会上，首批7家综合性技术创新平台集中签约，正式启动建设。作为新型研发机构，这7家平台瞄准人工智能、光电显示、新药创制、先进纤维材料、智慧交通、工业互联和航空装备等...全文,人工智能
4696238941274135,【讯飞开放平台2.0战略】1.提供人工智能单项能力转向协同系统性创新，解决系统性问题。目前提供超过400项人工智能能力，已服务超过200万行业开发合作伙伴，协力打造129万款人工智能相关应用。开发者数量从2020年10月的157万增长到2021年10月的265万，同比增长69%。【加强系统创新，解决系统难题】2....全文,人工智能
4696238559592932,清科2021中国股权投资年度排名榜单揭晓，创新工场获评五项大奖：创新工场斩获“2021年中国早期投资机构30强”第1名，以及“2021年中国最佳早期投资机构”、“2021年中国人工智能领域投资机构20强”。创新工场董事长兼CEO李开复博士获得“2021年中国早期投资家10强”第1名以及“2021年中国最佳早...全文,人工智能
4696235975904245,发表了博文《证券行业RPA机器人的应用有哪些》　　随着互联网和人工智能的快速发展，证券行业的发展也面临着很多新的选择，为了加快打造强大稳健的运营支撑能力，提高证券公司的市场竞争力，RPA机器人的应用可证券行业RPA机器人的应用有哪些,人工智能
4696234536732604,【在三一重工，机器人正在成为“熟练工”】近日，中国新闻网刊发文章《走进三一重工“灯塔工厂”：机器人“学会”熟练工技能》，对三一桩机工厂获评世界灯塔工厂进行专项报道。桩机工厂将5G、人工智能、工业互联网与工业技术深度融合，实现了多品种、小批量的柔性制造和全方位的智能制造，并将生产周...全文,人工智能
4696234487186167,【讯飞开放平台2.0发布刘庆峰：人类迫切需要人工智能】10月25日，科大讯飞董事长刘庆峰在2021科大讯飞全球1024开发者节上发布了“讯飞开放平台2.0战略”。讯飞开放平台2.0目前提出了包括教育、医疗、智慧城市、农业、环保等在内的18个主要赛道。,人工智能
4696234419293739,#人工智能#机器人今天被小哥哥欺负了爱玩手游的大佬的微博视频,人工智能
4696234415359186,服务器都会装死了吗？这也太人工智能了@中国邮政扬州,人工智能
4696233262186559,9⃣️命班上不知道来个谁已经开始侃侃而谈人工智能脑接口死亡公平权永生了,人工智能
4696231970342278,金融电子化【金磐石：让新金融更普惠：“所说即所得”服务模式探索】点击查看详情金磐石：让新金融更普惠：“所说即所得”服务模式探索满足各类特殊客群的需求，提供个性化的解决方案，用金融这把“温柔的手术刀”纾解社会难点、政府焦点、民生痛点，是建设银行倡导的企业理念，也是作为国有大行承担的社会责任。建设银行...全文,人工智能
4696229755487975,【最高法：健全大数据、人工智能等新领域知识产权司法保护规则】最高人民法院院长周强21日代表最高人民法院向全国人大常委会会议报告党的十八大以来人民法院知识产权审判工作情况时表示，要健全大数据、人工智能、基因技术等新领域新业态知识产权司法保护规则，研究完善算法、商业秘密、人工智能产出物...全文,人工智能
4696229697290781,人工智能女友？我真的要疯,人工智能
4696229675798223,人工智能：狗,人工智能
4696229558616875,【算法人才或缺170万？2021年AI人才平均薪酬达2万元】近日，拉勾招聘数据研究院发布了《2021人工智能人才报告》，该报告显示，人工智能行业人才需求旺盛，其2021年人才需求指数较去年增长103%，其中算法人才缺口高达170万。而在薪资方面，2021年相关行业平均薪酬为20000元/月，同比增长12.4%。从具体...全文,人工智能
4696207224209758,“科技战”四大核心技术博弈：中国这三项不输美国！美部门称美国能否保持未来霸主地位，取决于这五大关键技术领域：人工智能、量子计算、生物科学、半导体和自动驾驶系统。#科技频道#科技频道的微博视频,人工智能
4696133546544711,大家都来看这本学一学什么才叫绿茶攻好吗，装柔弱公主病的美攻滚出宇宙，让人工智能攻彻底取代你们!（完结了，没完结的我不看）,人工智能
4696228741254468,#你我的物联#【无锡智能计算中心签约建设 将打造全国领先智算高地】今天下午，2021智能计算产业发展大会在无锡成功举办。会上，无锡物联网创新促进中心与浪潮集团进行战略签约，将合作建设无锡智能计算中心，打造智算产业新高地。据了解，无锡人工智能产业集聚区颇具规模，人工智能技术加速渗透到智能...全文,人工智能
4696227977625680,没想到咱民大也榜上有名呀（估计是人工智能学院吧）,人工智能
4696227562128237,发布了头条文章《第四届世界声博会暨2021科大讯飞全球1024开发者节开幕》:行业大咖集聚，共话人工智能未来。#湾里湾外#第四届世界声博会暨2021科大讯飞全球1024开发者节开幕,人工智能
